Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00091,,,,2026-03-15 19:42:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,2,3646,,,3646,7292
DHIP00091,,,,2026-03-15 19:42:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vGFFKg,,Phở Khô Coca-Cola nếu,,,2,3354,,,3354,6708
DHIP00091,,,,2026-03-15 19:42:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00092,,,,2026-03-15 11:26:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,2610613.0,,2610613.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00092,,,,2026-03-15 11:26:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00092,,,,2026-03-15 11:26:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00092,,,,2026-03-15 11:26:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,3,347190,,,347190,1041570
DHIP00092,,,,2026-03-15 11:26:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
DHIP00093,,,,2026-03-15 08:04:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,334151.0,,334151.0,334151.0,,,334151.0,,,,,Đang giao hàng,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00093,,,,2026-03-15 08:04:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00093,,,,2026-03-15 08:04:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00094,,,,2026-03-15 09:10:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,1140694.0,,1140694.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00094,,,,2026-03-15 09:10:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-MgDksy,,Snack Coca-Cola bên,,,3,131736,,,131736,395208
DHIP00094,,,,2026-03-15 09:10:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00094,,,,2026-03-15 09:10:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-onOwor,,Bột Giặt TH True Milk để,,,1,159420,,,159420,159420
DHIP00094,,,,2026-03-15 09:10:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00095,,,,2026-03-15 12:04:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,500592.0,,500592.0,500592.0,500592.0,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00095,,,,2026-03-15 12:04:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-Hzbanb,,Sữa Tắm TH True Milk nếu,,,2,3259,,,3259,6518
DHIP00095,,,,2026-03-15 12:04:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00095,,,,2026-03-15 12:04:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00095,,,,2026-03-15 12:04:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00096,,,,2026-03-16 14:28:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,306052.0,,306052.0,306052.0,,,306052.0,,,,,Phiếu tạm,sdv-id-eZjEPU,,Phô Mai Pepsi tại,,,2,119528,,,119528,239056
DHIP00096,,,,2026-03-16 14:28:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00097,,,,2026-03-16 09:22:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,1660025.0,,1660025.0,1660025.0,,,1660025.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00097,,,,2026-03-16 09:22:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00097,,,,2026-03-16 09:22:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,3,5589,,,5589,16767
DHIP00097,,,,2026-03-16 09:22:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,3,347190,,,347190,1041570
DHIP00097,,,,2026-03-16 09:22:00,,sdv-id-USvnrf,Brianna Lopez,566.829.2228x4851,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00098,,,,2026-03-16 09:33:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,802230.0,,802230.0,802230.0,,,802230.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00098,,,,2026-03-16 09:33:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-NetarE,,Gạo Tám Vinamilk và,,,3,186686,,,186686,560058
DHIP00099,,,,2026-03-16 11:53:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,183874.0,,183874.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00099,,,,2026-03-16 11:53:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-pBTHXU,,Dầu Gội Masan các,,,1,4969,,,4969,4969
DHIP00099,,,,2026-03-16 11:53:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-XHOdHs,,Dầu Gội Lifebuoy nhiều,,,3,3241,,,3241,9723
DHIP00099,,,,2026-03-16 11:53:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00100,,,,2026-03-16 14:54:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,464975.0,,464975.0,464975.0,,,464975.0,,,,,Đang giao hàng,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00100,,,,2026-03-16 14:54:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00100,,,,2026-03-16 14:54:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-CApnwW,,Khăn Giấy Omo giữa,,,3,3246,,,3246,9738
DHIP00100,,,,2026-03-16 14:54:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00101,,,,2026-03-17 16:40:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,853130.0,,853130.0,853130.0,,,853130.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00101,,,,2026-03-17 16:40:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00101,,,,2026-03-17 16:40:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,2,3646,,,3646,7292
DHIP00101,,,,2026-03-17 16:40:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,1,185478,,,185478,185478
DHIP00101,,,,2026-03-17 16:40:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00102,,,,2026-03-17 10:11:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,733816.0,,733816.0,733816.0,733816.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00102,,,,2026-03-17 10:11:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-etxbzt,,Sữa Chua Lifebuoy từ,,,1,52887,,,52887,52887
DHIP00102,,,,2026-03-17 10:11:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00102,,,,2026-03-17 10:11:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,2,185478,,,185478,370956
DHIP00102,,,,2026-03-17 10:11:00,,sdv-id-FLJNNo,Jonathan Shannon,780-342-1615,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-gWbBmE,,Sữa Tươi Oishi mỗi,,,2,4148,,,4148,8296
DHIP00103,,,,2026-03-17 15:52:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,443530.0,,443530.0,443530.0,443530.0,,,,,,,Hoàn thành,sdv-id-yjyOAP,,Bột Mì Masan là,,,1,3260,,,3260,3260
DHIP00103,,,,2026-03-17 15:52:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00103,,,,2026-03-17 15:52:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,2,4839,,,4839,9678
DHIP00103,,,,2026-03-17 15:52:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,1,309506,,,309506,309506
DHIP00104,,,,2026-03-18 14:35:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,201126.0,,201126.0,201126.0,201126.0,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00104,,,,2026-03-18 14:35:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-MgDksy,,Snack Coca-Cola bên,,,1,131736,,,131736,131736
DHIP00104,,,,2026-03-18 14:35:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00105,,,,2026-03-18 10:41:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,132024.0,,132024.0,132024.0,,,132024.0,,,,,Hoàn thành,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,3,3646,,,3646,10938
DHIP00105,,,,2026-03-18 10:41:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00106,,,,2026-03-18 20:37:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,328186.0,,328186.0,328186.0,,,328186.0,,,,,Hoàn thành,sdv-id-jwFAkO,,Dầu Gội Chinsu được,,,2,4170,,,4170,8340
DHIP00106,,,,2026-03-18 20:37:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00107,,,,2026-03-18 19:15:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,121086.0,,121086.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00108,,,,2026-03-19 08:02:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,658917.0,,658917.0,658917.0,,,658917.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00108,,,,2026-03-19 08:02:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TXUXju,,Nước Ngọt Lifebuoy sau,,,1,275824,,,275824,275824
DHIP00108,,,,2026-03-19 08:02:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00109,,,,2026-03-19 21:24:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,181927.0,,181927.0,181927.0,181927.0,,,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00109,,,,2026-03-19 21:24:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00109,,,,2026-03-19 21:24:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00109,,,,2026-03-19 21:24:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00110,,,,2026-03-19 14:22:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,865602.0,,865602.0,865602.0,865602.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00110,,,,2026-03-19 14:22:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00110,,,,2026-03-19 14:22:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,3,185478,,,185478,556434
DHIP00111,,,,2026-03-19 14:04:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,683104.0,,683104.0,683104.0,,,683104.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00111,,,,2026-03-19 14:04:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00112,,,,2026-03-19 18:30:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,1590494.0,,1590494.0,1590494.0,1590494.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00112,,,,2026-03-19 18:30:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ouYJlV,,Phở Khô TH True Milk đã,,,3,345916,,,345916,1037748
DHIP00112,,,,2026-03-19 18:30:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00112,,,,2026-03-19 18:30:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00112,,,,2026-03-19 18:30:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00113,,,,2026-03-19 16:48:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,449144.0,,449144.0,449144.0,,,449144.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00113,,,,2026-03-19 16:48:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00113,,,,2026-03-19 16:48:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,2,3409,,,3409,6818
DHIP00113,,,,2026-03-19 16:48:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,2,4839,,,4839,9678
DHIP00113,,,,2026-03-19 16:48:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00114,,,,2026-03-19 15:26:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,415546.0,,415546.0,415546.0,,,415546.0,,,,,Hoàn thành,sdv-id-eiyMwT,,Túi Rác Chinsu để,,,3,5472,,,5472,16416
DHIP00114,,,,2026-03-19 15:26:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-UvNfEY,,Cà Phê Coca-Cola cái,,,1,117288,,,117288,117288
DHIP00114,,,,2026-03-19 15:26:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00114,,,,2026-03-19 15:26:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00115,,,,2026-03-19 11:25:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,333216.0,,333216.0,333216.0,,,333216.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00115,,,,2026-03-19 11:25:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00115,,,,2026-03-19 11:25:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00116,,,,2026-03-19 08:12:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,19835.0,,19835.0,19835.0,,,19835.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
