customer_code,customer_name,phone,address
KH00851,Quý cô Khoa Lê,+84-99-007 6862,"328 Jane Làng
Thị xã JanePhường, 187348"
KH00852,Tú Hữu Lê,07 1368410,"Quận JohnQuận
9 John Làng, 466296"
KH00853,Quý cô Nhật Hoàng,+84-18-750 6776,"59 John Ngõ
JohnThành phố, 751343"
KH00854,Quý cô Khoa Dương,01 7815969,"4 Dương Hẻm
Quận JaneThị xã, 486546"
KH00855,Phương Hữu Lê,+84-59-125734,"53 Bùi Đường
JaneQuận, 707473"
KH00856,Chi Vũ,+84-72-966 9417,"08 Jane Khu
JaneXã, 469039"
KH00857,Thành Vũ,+84 83 9841673,"5 Jane Ngõ
JaneXã, 659629"
KH00858,Thảo Vũ,00 9286 0521,"627 Jane Số
JohnThành phố, 980664"
KH00859,Bà Phương Vũ,08 1308 8983,"74 Jane Khu
Huyện JaneQuận, 115276"
KH00860,Quý cô Thành Nguyễn,+84 03 0566199,"564 Jane Làng
JaneThị xã, 570627"
KH00861,Vân Dương,+84-01-872 6001,"51 John Khu
JaneHuyện, 237915"
KH00862,Hồng Dương,05 6865 2406,"559 Dương Hẻm
JaneQuận, 293186"
KH00863,Cô Khoa Nguyễn,03 3470 4747,"4 Đặng Làng
JaneQuận, 201071"
KH00864,Chị Linh Nguyễn,01 2455312,"362 John Ngõ
JohnPhường, 250141"
KH00865,Quý ông Phúc Bùi,(04)883-9585,"5 John Khu
Huyện JohnPhường, 427814"
KH00866,Kim Trần,+84-57-591710,"0 Vũ Ngõ
JaneThị xã, 422181"
KH00867,Châu Phạm,(05)352-4784,"594 Phạm Khu
JohnThành phố, 449563"
KH00868,Quý cô Vân Mai,+84 33 1836113,"08 Mai Hẻm
Huyện JohnThị xã, 669696"
KH00869,Anh Nam Vũ,(08)625-1521,"53 Phạm Dãy
Thành phố JohnHuyện, 545493"
KH00870,Anh Khoa Vũ,(06)717-7629,"33 Lê Khu
JaneHuyện, 458041"
KH00871,Duyên Hoàng,+84-90-010898,"0 Jane Hẻm
Thành phố JanePhường, 647427"
KH00872,Khoa Lê,+84-46-488 4997,"857 Hoàng Tổ
Thành phố JohnQuận, 250427"
KH00873,Nhật Hoàng,08 9124883,"705 Vũ Tổ
Huyện JohnThị xã, 620449"
KH00874,Quý cô Phương Trần,+84 23 0388568,"3 Mai Ngõ
JaneXã, 111908"
KH00875,Yến Hoàng,+84-92-177 9055,"93 Jane Ngõ
JohnPhường, 587251"
KH00876,Vi Đặng,(02) 6011 9391,"7 Lê Tổ
JohnQuận, 858652"
KH00877,An Thị Mai,08 1810 4502,"615 Phạm Số
JohnThị xã, 182696"
KH00878,Bà Vân Hoàng,09 3353900,"15 Dương Làng
Huyện JaneThị xã, 351038"
KH00879,Anh Quang Đặng,(01)164-3690,"72 Nguyễn Hẻm
JaneThị xã, 104913"
KH00880,Quang Thế Lê,+84-16-441610,"35 Bùi Khu
Huyện JohnThành phố, 298085"
KH00881,Lan Dương,(00) 4276 3628,"4 Dương Ngõ
Huyện JohnThành phố, 703292"
KH00882,Khoa Thị Bùi,06 4909228,"8 Vũ Tổ
JohnPhường, 348648"
KH00883,Tùng Mai Lê,(07)174-3068,"640 Jane Làng
Thị xã JohnXã, 592718"
KH00884,Bác Minh Phạm,+84-33-647 7041,"0 Jane Làng
JohnQuận, 671422"
KH00885,Quý cô Bảo Đặng,02 0412 3190,"72 Jane Khu
Thành phố JohnPhường, 823665"
KH00886,Bác Tú Hoàng,(02) 4538 1097,"224 Nguyễn Dãy
Thị xã JaneXã, 526638"
KH00887,Chị Lan Đặng,+84 74 2240432,"9 John Làng
JaneXã, 552587"
KH00888,Nhật Bùi,(00) 7028 6720,"095 Jane Số
Thành phố JaneQuận, 529150"
KH00889,Ngọc Đặng,07 9500173,"739 Trần Làng
Thị xã JohnQuận, 198067"
KH00890,Lâm Mai,(06)908-7167,"454 Trần Dãy
Quận JohnThị xã, 974758"
KH00891,Chi Vũ,03 6023 4422,"6 John Tổ
Quận JaneThành phố, 248809"
KH00892,Duyên Vũ,07 7269 0326,"13 Jane Số
Thị xã JanePhường, 684257"
KH00893,Dương Lê,05 5985 1602,"89 John Số
JanePhường, 736118"
KH00894,Hạnh Mai Bảo Mai,08 6237600,"74 John Dãy
Thành phố JohnThị xã, 405739"
KH00895,Cô Kim Vũ,+84 06 9836923,"84 Vũ Dãy
Quận JohnQuận, 701970"
KH00896,Thành Đức Bùi,(02) 0212 3720,"330 John Đường
JohnHuyện, 879906"
KH00897,Nhật Hải Hoàng,+84 90 0889911,"091 Hoàng Hẻm
Quận JaneQuận, 578933"
KH00898,Ông Thành Nguyễn,+84-54-818674,"099 Phạm Làng
JohnThành phố, 858133"
KH00899,Quý cô Hương Trần,+84-15-198545,"034 John Tổ
Huyện JohnHuyện, 532928"
KH00900,An Mai Đặng,09 9944946,"0 John Hẻm
JohnQuận, 840651"
KH00901,Nhật Mai,(02) 3879 4026,"1 Vũ Tổ
Thị xã JohnHuyện, 768124"
KH00902,Quý cô Thảo Lê,(05) 7004 1291,"Huyện JohnXã
6 John Tổ, 462756"
KH00903,Thảo Bùi,+84 00 7923046,"283 Jane Ngõ
Thành phố JohnQuận, 233328"
KH00904,Hà Phú Trần,(00) 4850 7665,"60 Lê Hẻm
JaneQuận, 993523"
KH00905,Thành Nguyễn,+84 91 5305734,"35 Trần Dãy
JohnQuận, 433290"
KH00906,Nhật Lê,(07)267-0866,"62 Jane Ngõ
JaneXã, 563468"
KH00907,Trọng Vũ,07 1290350,"4 Vũ Hẻm
Quận JaneHuyện, 951123"
KH00908,Bà Ngọc Vũ,+84-66-821 2156,"549 John Số
JanePhường, 958113"
KH00909,Hà Trần,+84-97-388 1827,"435 Mai Hẻm
Huyện JaneXã, 124326"
KH00910,Kim Đức Nguyễn,01 1021 2543,"230 Jane Đường
JaneThành phố, 963812"
KH00911,Quý cô Lan Trần,+84-86-003 2031,"140 John Khu
JohnQuận, 212132"
KH00912,Ông Nhiên Dương,(08)601-6259,"Huyện JohnXã
7 Đặng Đường, 759225"
KH00913,Hà Phạm,05 3582107,"0 Lê Dãy
Quận JaneThành phố, 535685"
KH00914,Kim Nguyễn,+84-81-972239,"77 John Dãy
JohnThành phố, 569142"
KH00915,Phương Đức Nguyễn,(04) 8085 5780,"4 John Làng
JohnQuận, 964278"
KH00916,Kim Hoàng,+84 69 6857467,"5 Jane Ngõ
Huyện JohnThành phố, 437488"
KH00917,Yến Trần,(06)426-1070,"842 Phạm Ngõ
Quận JaneXã, 996825"
KH00918,Minh Trần,(00) 0416 9105,"151 Dương Tổ
JaneThị xã, 847545"
KH00919,Chị Dương Hoàng,(05)348-1105,"76 Lê Dãy
JohnHuyện, 595408"
KH00920,Bà Linh Trần,(08) 1775 1239,"1 Đặng Khu
Thị xã JohnPhường, 951546"
KH00921,Anh Quang Bùi,+84 24 4654677,"710 Phạm Đường
JohnHuyện, 502940"
KH00922,Châu Mai,+84-37-031 7543,"41 Mai Tổ
JohnThị xã, 152230"
KH00923,Chị Thành Vũ,(06)862-7288,"66 Lê Đường
JanePhường, 316923"
KH00924,Quý cô Hà Phạm,03 8676 2592,"8 Hoàng Đường
JohnHuyện, 642126"
KH00925,Khoa Hải Lê,+84 55 3405089,"961 Hoàng Dãy
JaneThành phố, 429536"
KH00926,Bà Hồng Dương,+84 78 9775542,"0 Jane Hẻm
Thị xã JohnThị xã, 885990"
KH00927,Quý cô Nhật Phạm,(00) 2227 1117,"91 Trần Số
Thành phố JaneQuận, 746749"
KH00928,Tú Thế Vũ,(08)698-3052,"0 John Hẻm
Quận JaneXã, 933317"
KH00929,Hương Vũ,(06) 4710 6801,"163 Nguyễn Tổ
Thành phố JaneXã, 307916"
KH00930,Chị Hồng Dương,(04) 4693 1729,"38 John Đường
JaneHuyện, 163822"
KH00931,Bà Khoa Hoàng,(08)519-3932,"28 John Ngõ
JohnHuyện, 783899"
KH00932,Thảo Hoàng,(06)026-6765,"845 Jane Khu
JohnThị xã, 857896"
KH00933,Vân Mai,04 0675602,"1 John Hẻm
Thành phố JaneHuyện, 953381"
KH00934,Cô Thảo Vũ,+84-90-932253,"235 John Hẻm
JaneHuyện, 994966"
KH00935,Hương Hoàng,+84-35-450 3698,"3 John Làng
Huyện JohnThị xã, 271139"
KH00936,Bảo Văn Mai,+84 59 8312441,"59 Đặng Hẻm
Thành phố JohnQuận, 620526"
KH00937,Lâm Quang Dương,04 9542106,"1 Jane Tổ
Quận JohnThị xã, 568019"
KH00938,Nhật Phạm,+84 75 3626475,"61 John Số
Thị xã JohnThành phố, 104728"
KH00939,Bà Thành Lê,00 3211 5355,"32 John Khu
Thành phố JaneThị xã, 720001"
KH00940,Anh Anh Dương,+84-25-422188,"5 John Đường
JaneThị xã, 143460"
KH00941,Nhật Hữu Hoàng,(03) 3299 8651,"578 Bùi Khu
Huyện JanePhường, 652905"
KH00942,Chị Vi Đặng,+84-67-262 0846,"43 Đặng Ngõ
JohnXã, 266748"
KH00943,Chị Thành Nguyễn,(01)825-6247,"942 John Hẻm
Quận JaneThành phố, 401437"
KH00944,Cô An Hoàng,+84-66-270 2660,"956 John Ngõ
JanePhường, 141249"
KH00945,Yến Phạm,+84-10-193353,"247 John Làng
JohnPhường, 149049"
KH00946,An Trí Dương,00 5646160,"643 Nguyễn Đường
JohnThị xã, 281890"
KH00947,Bà Hồng Trần,06 2313361,"16 Lê Làng
Thị xã JaneHuyện, 956820"
KH00948,Tú Phạm,02 7768576,"34 Lê Đường
JaneThành phố, 596376"
KH00949,Dũng Đức Mai,+84-70-179993,"248 Jane Khu
JaneThành phố, 905917"
KH00950,Anh Quang Vũ,06 5386 9479,"548 Phạm Số
Thị xã JohnHuyện, 821645"
KH00951,Anh Trung Mai,04 1009538,"42 Jane Khu
Huyện JohnThành phố, 709800"
KH00952,Quý cô Vân Trần,06 0476 1437,"37 Jane Số
Thị xã JaneThị xã, 368862"
KH00953,Nhật Trí Bùi,(03)681-5418,"277 John Đường
JaneThành phố, 831386"
KH00954,Quý ông Nam Vũ,(05) 6605 0337,"8 John Đường
JanePhường, 561406"
KH00955,Cô Ánh Bùi,01 8222667,"908 Mai Số
JohnXã, 896841"
KH00956,Trọng Thị Bùi,03 9634289,"05 Nguyễn Khu
Quận JohnPhường, 577533"
KH00957,Thảo Mai,01 8670663,"629 Jane Làng
Thành phố JohnThị xã, 225827"
KH00958,Quý cô Nhật Đặng,(03)371-7086,"4 Jane Khu
Thành phố JohnPhường, 829238"
KH00959,Cô Dương Phạm,04 9014 5996,"2 Jane Dãy
Thành phố JaneHuyện, 736756"
KH00960,Bà Lâm Mai,+84-43-021781,"64 John Tổ
Thành phố JanePhường, 992248"
KH00961,Nhiên Lê,(08)150-3701,"40 Nguyễn Làng
Thành phố JohnThị xã, 267073"
KH00962,Bảo Xuân Hoàng,08 2448500,"2 Vũ Ngõ
Thị xã JohnThị xã, 721109"
KH00963,Nhật Hoàng,01 2766208,"391 Nguyễn Hẻm
JohnPhường, 377413"
KH00964,Anh Phạm,09 6245 8701,"2 Lê Tổ
Thị xã JohnXã, 194397"
KH00965,Chị Nhật Đặng,(00) 2849 7603,"243 Đặng Hẻm
JohnHuyện, 472097"
KH00966,Quý cô Thảo Mai,(01)875-4036,"8 John Tổ
JaneQuận, 642921"
KH00967,Anh Hữu Bùi,(03) 2360 6679,"91 Jane Khu
JohnQuận, 884853"
KH00968,Thảo Lê,+84-86-226992,"17 Lê Làng
JaneXã, 718668"
KH00969,Chị Lâm Đặng,(08)768-8777,"04 John Khu
Thành phố JaneXã, 952595"
KH00970,Cô Linh Phạm,+84-83-912260,"40 Bùi Hẻm
Huyện JohnThành phố, 398051"
KH00971,Lâm Vũ,+84 03 8975287,"5 Vũ Hẻm
Huyện JohnHuyện, 751254"
KH00972,Cô Phương Lê,(05) 3097 6691,"9 Lê Đường
JaneXã, 238106"
KH00973,Hương Dương,+84-53-079 6618,"24 Jane Làng
JaneHuyện, 226370"
KH00974,Bà Lâm Trần,+84-37-956 1007,"2 Jane Tổ
Quận JaneThành phố, 894369"
KH00975,Cô Bảo Đặng,(09)991-9387,"342 Vũ Khu
JaneXã, 738513"
KH00976,Vi Vũ,06 0786235,"Thị xã JaneHuyện
1 Nguyễn Tổ, 194191"
KH00977,Anh Phúc Mai,+84-51-456340,"5 Jane Tổ
Thành phố JaneThị xã, 373229"
KH00978,Trọng Bùi,+84-53-916 0770,"3 Jane Tổ
JohnXã, 389712"
KH00979,Vi Phạm,+84-82-218039,"0 Jane Số
JohnPhường, 566423"
KH00980,Lan Bùi,02 9516 4693,"62 John Làng
JaneHuyện, 991294"
KH00981,Vân Mai,+84 67 0898709,"9 Jane Làng
Thành phố JohnPhường, 997747"
KH00982,Quý cô Kim Trần,+84 58 4858052,"119 Nguyễn Khu
JohnQuận, 118968"
KH00983,Quang Mai Bảo Nguyễn,07 4544708,"3 Jane Ngõ
JanePhường, 176995"
KH00984,Quang Đức Bùi,(07)662-6235,"530 Jane Ngõ
JohnQuận, 492136"
KH00985,Quý ông Nam Phạm,08 6050630,"05 John Ngõ
JaneThành phố, 754148"
KH00986,An Phạm,+84-09-120302,"4 Lê Làng
JaneXã, 590199"
KH00987,Quang Đức Hoàng,+84-26-009 8602,"74 Vũ Khu
Thành phố JaneHuyện, 883460"
KH00988,Khoa Đặng,(08) 1180 8189,"3 Vũ Tổ
JaneQuận, 276028"
KH00989,Hoàng Đức Dương,+84-70-566036,"486 Jane Đường
JanePhường, 261756"
KH00990,Kim Văn Lê,(05) 1585 0153,"31 Dương Ngõ
JaneThành phố, 463710"
KH00991,Ông Quang Lê,(04) 4133 9547,"6 Đặng Làng
Huyện JaneXã, 157057"
KH00992,Bảo Đức Hoàng,+84-18-986 6469,"18 John Tổ
JanePhường, 803125"
KH00993,Quý ông Tùng Nguyễn,07 0237 7184,"1 John Đường
JaneThị xã, 353645"
KH00994,Chị Ánh Lê,+84-97-323 9644,"32 Dương Số
Huyện JohnThị xã, 596393"
KH00995,Chị Mai Mai,(05)202-3209,"693 John Khu
JohnQuận, 411345"
KH00996,Ông Trọng Hoàng,+84-29-075515,"607 Bùi Ngõ
Quận JohnThành phố, 103963"
KH00997,Hạnh Hải Phạm,+84-22-622 7777,"80 Bùi Khu
JohnThị xã, 103616"
KH00998,Bà Ngọc Phạm,00 5952984,"074 John Dãy
JohnPhường, 779481"
KH00999,Nhật Phú Mai,(06) 7625 9062,"638 Bùi Khu
JohnHuyện, 701543"
KH01000,Bác Dũng Hoàng,09 3183997,"1 Hoàng Số
Huyện JaneThành phố, 395798"
